2,0,1,9,-,1,2,-,1,0, ,1,4,:,0,1,:,0,0
47.0,41.0,43.0,50.0,50.0,56.0,41.0,24.0,34.0,37.0,48.0,56.0,48.0,47.0,51.0,61.0,69.0,64.0,66.0,56.0,63.0,66.0,61.0,70.0,75.0,74.0,69.0,77.0,64.0,70.0,63.0,50.0,60.0,57.0,69.0,64.0,61.0,63.0,63.0,70.0,64.0,56.0,38.0,38.0,43.0,41.0,60.0,61.0,57.0,53.0
0.7492801679289564,0.7483016095727791,0.7473148345145275,0.7463203840220206,0.7453773843935755,0.7445130911352689,0.7438066998232251,0.7431847385044812,0.7425531059397901,0.7431116045273894,0.7431369894284051,0.7431167535424017,0.7430902147187752,0.7431014819849867,0.7431105017166756,0.7430838395741418,0.7430692261187213,0.7430430418123577,0.743103921553015,0.7433702609261205,0.7436421096461888,0.7439080197512143,0.744144003661308,0.7444494044264798,0.7449626798811264,0.7454522098945087,0.7459628167252679,0.7464742555824295,0.7469648157663736,0.7474391162673878,0.747911123051828,0.7483819966531261,0.7488588223087523,0.749387119061721,0.7499567685278513,0.7505319253470841,0.7511006283932823,0.7516630295941089,0.7522305952476196,0.7527830693609242,0.7533194833550764,0.7538528486434376,0.7543927306571876,0.7549239751276036,0.7553911811252577,0.7558025496709806,0.7562961184046961,0.7569276969100975,0.7575866626768812,0.7582455811666841
2,0,1,9,-,1,2,-,1,0, ,1,4,:,0,1,:,0,1
41.0,43.0,50.0,50.0,56.0,41.0,24.0,34.0,37.0,48.0,56.0,48.0,47.0,51.0,61.0,69.0,64.0,66.0,56.0,63.0,66.0,61.0,70.0,75.0,74.0,69.0,77.0,64.0,70.0,63.0,50.0,60.0,57.0,69.0,64.0,61.0,63.0,63.0,70.0,64.0,56.0,38.0,38.0,43.0,41.0,60.0,61.0,57.0,53.0,44.0
0.7483016095727791,0.7473148345145275,0.7463203840220206,0.7453773843935755,0.7445130911352689,0.7438066998232251,0.7431847385044812,0.7425531059397901,0.7431116045273894,0.7431369894284051,0.7431167535424017,0.7430902147187752,0.7431014819849867,0.7431105017166756,0.7430838395741418,0.7430692261187213,0.7430430418123577,0.743103921553015,0.7433702609261205,0.7436421096461888,0.7439080197512143,0.744144003661308,0.7444494044264798,0.7449626798811264,0.7454522098945087,0.7459628167252679,0.7464742555824295,0.7469648157663736,0.7474391162673878,0.747911123051828,0.7483819966531261,0.7488588223087523,0.749387119061721,0.7499567685278513,0.7505319253470841,0.7511006283932823,0.7516630295941089,0.7522305952476196,0.7527830693609242,0.7533194833550764,0.7538528486434376,0.7543927306571876,0.7549239751276036,0.7553911811252577,0.7558025496709806,0.7562961184046961,0.7569276969100975,0.7575866626768812,0.7582455811666841,0.7588714026605259
2,0,1,9,-,1,2,-,1,0, ,1,4,:,0,1,:,0,1
41.0,43.0,50.0,50.0,56.0,41.0,24.0,34.0,37.0,48.0,56.0,48.0,47.0,51.0,61.0,69.0,64.0,66.0,56.0,63.0,66.0,61.0,70.0,75.0,74.0,69.0,77.0,64.0,70.0,63.0,50.0,60.0,57.0,69.0,64.0,61.0,63.0,63.0,70.0,64.0,56.0,38.0,38.0,43.0,41.0,60.0,61.0,57.0,53.0,44.0
0.7473148345145275,0.7463203840220206,0.7453773843935755,0.7445130911352689,0.7438066998232251,0.7431847385044812,0.7425531059397901,0.7431116045273894,0.7431369894284051,0.7431167535424017,0.7430902147187752,0.7431014819849867,0.7431105017166756,0.7430838395741418,0.7430692261187213,0.7430430418123577,0.743103921553015,0.7433702609261205,0.7436421096461888,0.7439080197512143,0.744144003661308,0.7444494044264798,0.7449626798811264,0.7454522098945087,0.7459628167252679,0.7464742555824295,0.7469648157663736,0.7474391162673878,0.747911123051828,0.7483819966531261,0.7488588223087523,0.749387119061721,0.7499567685278513,0.7505319253470841,0.7511006283932823,0.7516630295941089,0.7522305952476196,0.7527830693609242,0.7533194833550764,0.7538528486434376,0.7543927306571876,0.7549239751276036,0.7553911811252577,0.7558025496709806,0.7562961184046961,0.7569276969100975,0.7575866626768812,0.7582455811666841,0.7588714026605259,0.7594690934940155
2,0,1,9,-,1,2,-,1,0, ,1,4,:,0,1,:,0,2
43.0,50.0,50.0,56.0,41.0,24.0,34.0,37.0,48.0,56.0,48.0,47.0,51.0,61.0,69.0,64.0,66.0,56.0,63.0,66.0,61.0,70.0,75.0,74.0,69.0,77.0,64.0,70.0,63.0,50.0,60.0,57.0,69.0,64.0,61.0,63.0,63.0,70.0,64.0,56.0,38.0,38.0,43.0,41.0,60.0,61.0,57.0,53.0,44.0,29.0
